INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,13,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
Up ID,14,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,14,,111th Ave,,,,,,,,,,,,,,,,,,,,,,,,,,
Distance,14,,401,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,14,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,14,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Median,14,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,14,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,14,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,14,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,14,,880,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,14,,1760,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,14,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,14,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Up ID,15,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Lanes,15,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Name,15,,,,,Thompson Ranch Rd,,,,,,,,,,,,,,,,,,,,,,,
Distance,15,,,,,684,,,,,,,,,,,,,,,,,,,,,,,
Speed,15,,,,,30,,,,,,,,,,,,,,,,,,,,,,,
Time,15,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,
Grade,15,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Median,15,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
Offset,15,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,15,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,15,,,,,16,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,15,,,,,200,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,15,,,,,1320,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,15,,,,,880,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,15,,,,,1760,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,15,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,15,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Up ID,16,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
Lanes,16,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Name,16,,,,,,,,Thunderbird Rd,,,,,,,,,,,,,,,,,,,,
Distance,16,,,,,,,,538,,,,,,,,,,,,,,,,,,,,
Speed,16,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
Time,16,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,
Grade,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Median,16,,,,,,,,24,,,,,,,,,,,,,,,,,,,,
Offset,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
TWLTL,16,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,16,,,,,,,,16,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,16,,,,,,,,200,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,16,,,,,,,,1320,,,,,,,,,,,,,,,,,,,,
Positioning Distance,16,,,,,,,,880,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,16,,,,,,,,1760,,,,,,,,,,,,,,,,,,,,
Curve Pt X,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,16,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,16,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Up ID,17,,,19,,,49,21,20,,,,,,,,,,,,,,,,,,,,
Lanes,17,,,3,,,6,4,2,,,,,,,,,,,,,,,,,,,,
Name,17,,,Greenway Rd,,,Grand Ave,Grand ave,Verde St,,,,,,,,,,,,,,,,,,,,
Distance,17,,,995,,,4063,4722,288,,,,,,,,,,,,,,,,,,,,
Speed,17,,,25,,,45,45,30,,,,,,,,,,,,,,,,,,,,
Time,17,,,27.1,,,61.6,71.5,6.5,,,,,,,,,,,,,,,,,,,,
Grade,17,,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Median,17,,,24,,,24,24,12,,,,,,,,,,,,,,,,,,,,
Offset,17,,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
TWLTL,17,,,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,17,,,16,,,16,16,16,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,17,,,687,,,687,687,687,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,17,,,1101,,,1980,1980,1320,,,,,,,,,,,,,,,,,,,,
Positioning Distance,17,,,734,,,1320,1320,880,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,17,,,1468,,,2640,2640,1760,,,,,,,,,,,,,,,,,,,,
Curve Pt X,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,17,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,17,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,
Up ID,18,,,13,25,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,18,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Name,18,,,Grand Ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,,,,
Distance,18,,,914,3145,,,,,,,,,,,,,,,,,,,,,,,,
Speed,18,,,45,45,,,,,,,,,,,,,,,,,,,,,,,,
Time,18,,,13.8,47.7,,,,,,,,,,,,,,,,,,,,,,,,
Grade,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Median,18,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,
Offset,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,18,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,18,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,18,,,1980,1980,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,18,,,1320,1320,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,18,,,2640,2640,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,18,,,-359035,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,18,,,14076,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,18,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,18,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
Up ID,19,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,19,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Name,19,,,,Greenway Rd,,,,,,,,,,,,,,,,,,,,,,,,
Distance,19,,,,995,,,,,,,,,,,,,,,,,,,,,,,,
Speed,19,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
Time,19,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,
Grade,19,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Median,19,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
Offset,19,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,19,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,19,,,,200,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,19,,,,1320,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,19,,,,880,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,19,,,,1760,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,19,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,19,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
Up ID,20,,,,,17,,,,,,,,,,,,,,,,,,,,,,,
Lanes,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Name,20,,,,,Verde St,,,,,,,,,,,,,,,,,,,,,,,
Distance,20,,,,,288,,,,,,,,,,,,,,,,,,,,,,,
Speed,20,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
Time,20,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,
Grade,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Median,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Offset,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,20,,,,,16,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,20,,,,,200,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,20,,,,,1101,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,20,,,,,734,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,20,,,,,1468,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,20,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,20,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Up ID,21,22,23,,,,17,46,,,,,,,,,,,,,,,,,,,,,
Lanes,21,5,4,,,,6,6,,,,,,,,,,,,,,,,,,,,,
Name,21,Dysart Rd,Dysart Rd,,,,Grand ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,
Distance,21,623,452,,,,4722,906,,,,,,,,,,,,,,,,,,,,,
Speed,21,35,35,,,,45,45,,,,,,,,,,,,,,,,,,,,,
Time,21,12.1,8.8,,,,71.5,13.7,,,,,,,,,,,,,,,,,,,,,
Grade,21,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Median,21,24,24,,,,24,24,,,,,,,,,,,,,,,,,,,,,
Offset,21,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
TWLTL,21,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,21,16,16,,,,16,16,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,21,583,583,,,,583,583,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,21,1539,1539,,,,1980,1980,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,21,1026,1026,,,,1320,1320,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,21,2052,2052,,,,2640,2640,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,21,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,21,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Up ID,22,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,22,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,22,,Dysart Rd,,,,,,,,,,,,,,,,,,,,,,,,,,
Distance,22,,623,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,22,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,22,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Median,22,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,22,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,22,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,22,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,22,,880,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,22,,1760,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,22,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,22,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
Up ID,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,23,Dysart Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distance,23,452,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,23,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Median,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,23,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,23,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,23,880,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,23,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,23,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,23,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up ID,24,,,,,,,,28,,,,,,,,,,,,,,,,,,,,
Lanes,24,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Name,24,,,,,,,,Bell Grande Dr,,,,,,,,,,,,,,,,,,,,
Distance,24,,,,,,,,274,,,,,,,,,,,,,,,,,,,,
Speed,24,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
Time,24,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,
Grade,24,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Median,24,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Offset,24,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
TWLTL,24,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,24,,,,,,,,16,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,24,,,,,,,,200,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,24,,,,,,,,1101,,,,,,,,,,,,,,,,,,,,
Positioning Distance,24,,,,,,,,734,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,24,,,,,,,,1468,,,,,,,,,,,,,,,,,,,,
Curve Pt X,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,24,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,24,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Up ID,25,48,,18,11,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,25,1,,3,4,,,,,,,,,,,,,,,,,,,,,,,,
Name,25,113th Ave,,Grand Ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,,,,
Distance,25,656,,3145,1028,,,,,,,,,,,,,,,,,,,,,,,,
Speed,25,30,,45,45,,,,,,,,,,,,,,,,,,,,,,,,
Time,25,14.9,,47.7,15.6,,,,,,,,,,,,,,,,,,,,,,,,
Grade,25,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Median,25,12,,12,12,,,,,,,,,,,,,,,,,,,,,,,,
Offset,25,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
TWLTL,25,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,25,16,,16,16,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,25,583,,583,583,,,,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,25,1320,,1980,1980,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,25,880,,1320,1320,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,25,1760,,2640,2640,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,25,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,25,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
Up ID,26,,,,,29,28,27,,,,,,,,,,,,,,,,,,,,,
Lanes,26,,,,,2,5,4,,,,,,,,,,,,,,,,,,,,,
Name,26,,,,,Towne Center Dr,Grand Ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,
Distance,26,,,,,298,3236,1261,,,,,,,,,,,,,,,,,,,,,
Speed,26,,,,,25,45,45,,,,,,,,,,,,,,,,,,,,,
Time,26,,,,,8.1,49,19.1,,,,,,,,,,,,,,,,,,,,,
Grade,26,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Median,26,,,,,12,24,24,,,,,,,,,,,,,,,,,,,,,
Offset,26,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
TWLTL,26,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,26,,,,,16,16,16,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,26,,,,,583,583,583,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,26,,,,,1101,1980,1980,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,26,,,,,734,1320,1320,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,26,,,,,1468,2640,2640,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,26,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,26,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Up ID,27,,,,,30,26,31,,,,,,,,,,,,,,,,,,,,,
Lanes,27,,,,,3,5,4,,,,,,,,,,,,,,,,,,,,,
Name,27,,,,,Litchfield Rd,Grand Ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,
Distance,27,,,,,262,1261,2453,,,,,,,,,,,,,,,,,,,,,
Speed,27,,,,,30,45,45,,,,,,,,,,,,,,,,,,,,,
Time,27,,,,,6,19.1,37.2,,,,,,,,,,,,,,,,,,,,,
Grade,27,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Median,27,,,,,24,24,24,,,,,,,,,,,,,,,,,,,,,
Offset,27,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
TWLTL,27,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,27,,,,,16,16,16,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,27,,,,,583,583,583,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,27,,,,,1320,1980,1980,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,27,,,,,880,1320,1320,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,27,,,,,1760,2640,2640,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,27,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,27,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Up ID,28,,,,,24,46,26,,,,,,,,,,,,,,,,,,,,,
Lanes,28,,,,,2,4,4,,,,,,,,,,,,,,,,,,,,,
Name,28,,,,,Bell Grande Dr,Grand Ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,
Distance,28,,,,,274,1161,3236,,,,,,,,,,,,,,,,,,,,,
Speed,28,,,,,25,45,45,,,,,,,,,,,,,,,,,,,,,
Time,28,,,,,7.5,17.6,49,,,,,,,,,,,,,,,,,,,,,
Grade,28,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Median,28,,,,,12,24,24,,,,,,,,,,,,,,,,,,,,,
Offset,28,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
TWLTL,28,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,28,,,,,16,16,16,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,28,,,,,583,583,583,,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,28,,,,,1101,1980,1980,,,,,,,,,,,,,,,,,,,,,
Positioning Distance,28,,,,,734,1320,1320,,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,28,,,,,1468,2640,2640,,,,,,,,,,,,,,,,,,,,,
Curve Pt X,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,28,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,28,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Up ID,29,,,,,,,,26,,,,,,,,,,,,,,,,,,,,
Lanes,29,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Name,29,,,,,,,,Towne Center Dr,,,,,,,,,,,,,,,,,,,,
Distance,29,,,,,,,,298,,,,,,,,,,,,,,,,,,,,
Speed,29,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
Time,29,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,
Grade,29,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Median,29,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Offset,29,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
TWLTL,29,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,29,,,,,,,,16,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,29,,,,,,,,200,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,29,,,,,,,,1320,,,,,,,,,,,,,,,,,,,,
Positioning Distance,29,,,,,,,,880,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,29,,,,,,,,1760,,,,,,,,,,,,,,,,,,,,
Curve Pt X,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,29,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,29,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Up ID,30,,,,,,,,27,,,,,,,,,,,,,,,,,,,,
Lanes,30,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Name,30,,,,,,,,Litchfield Rd,,,,,,,,,,,,,,,,,,,,
Distance,30,,,,,,,,262,,,,,,,,,,,,,,,,,,,,
Speed,30,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
Time,30,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
Grade,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Median,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Offset,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
TWLTL,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Crosswalk Width,30,,,,,,,,16,,,,,,,,,,,,,,,,,,,,
Mandatory Distance,30,,,,,,,,200,,,,,,,,,,,,,,,,,,,,
Mandatory Distance2,30,,,,,,,,1320,,,,,,,,,,,,,,,,,,,,
Positioning Distance,30,,,,,,,,880,,,,,,,,,,,,,,,,,,,,
Positioning Distance2,30,,,,,,,,1760,,,,,,,,,,,,,,,,,,,,
Curve Pt X,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Y,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curve Pt Z,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link Is Hidden,30,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Street Name Is Hidden,30,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,
Up ID,31,,,,,32,27,33,,,,,,,,,,,,,,,,,,,,,
Lanes,31,,,,,3,5,4,,,,,,,,,,,,,,,,,,,,,
Name,31,,,,,Mountain View Blvd,Grand Ave,Grand Ave,,,,,,,,,,,,,,,,,,,,,
Distance,31,,,,,456,2453,2608,,,,,,,,,,,,,,,,,,,,,
Speed,31,,,,,25,45,45,,,,,,,,,,,,,,,,,,,,,
Time,31,,,,,12.4,37.2,39.5,,,,,,,,,,,,,,,,,,,,,
Grade,31,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
Median,31,,,,,24,24,24,,,,,,,,,,,,,,,,,,,,,
